,daynumber,date,1-month,3-month,6-month,1-year,2-year,3-year,5-year,7-year,10-year,20-year,30-year
13163,18427,2012-06-15,0.05,0.09,0.15,0.18,0.29,0.37,0.68,1.06,1.6,2.3,2.7
13164,18430,2012-06-18,0.06,0.1,0.15,0.18,0.29,0.38,0.69,1.06,1.59,2.28,2.67
13165,18431,2012-06-19,0.06,0.09,0.14,0.18,0.3,0.39,0.71,1.09,1.64,2.33,2.73
13166,18432,2012-06-20,0.06,0.09,0.16,0.2,0.32,0.41,0.74,1.12,1.65,2.34,2.72
13167,18433,2012-06-21,0.05,0.09,0.15,0.19,0.32,0.41,0.73,1.1,1.63,2.3,2.68
13168,18434,2012-06-22,0.05,0.09,0.15,0.19,0.31,0.42,0.76,1.15,1.69,2.37,2.75
13169,18437,2012-06-25,0.06,0.1,0.16,0.19,0.31,0.39,0.72,1.1,1.63,2.31,2.69
13170,18438,2012-06-26,0.07,0.1,0.15,0.21,0.31,0.42,0.75,1.12,1.66,2.34,2.71
13171,18439,2012-06-27,0.06,0.09,0.17,0.21,0.31,0.42,0.73,1.1,1.65,2.32,2.7
13172,18440,2012-06-28,0.02,0.09,0.17,0.22,0.31,0.4,0.69,1.06,1.6,2.28,2.67
13173,18441,2012-06-29,0.04,0.09,0.16,0.21,0.33,0.41,0.72,1.11,1.67,2.38,2.76
13174,18444,2012-07-02,0.06,0.1,0.15,0.21,0.3,0.39,0.67,1.04,1.61,2.3,2.69
13175,18445,2012-07-03,0.08,0.09,0.15,0.21,0.3,0.39,0.69,1.08,1.65,2.36,2.74
13177,18447,2012-07-05,0.07,0.08,0.15,0.19,0.28,0.39,0.68,1.05,1.62,2.34,2.72
13178,18448,2012-07-06,0.06,0.08,0.15,0.2,0.27,0.37,0.64,1.01,1.57,2.28,2.66
13179,18451,2012-07-09,0.06,0.09,0.14,0.2,0.27,0.36,0.63,0.98,1.53,2.24,2.62
13180,18452,2012-07-10,0.07,0.09,0.15,0.2,0.27,0.37,0.63,0.98,1.53,2.22,2.6
13181,18453,2012-07-11,0.07,0.1,0.15,0.2,0.27,0.36,0.64,0.99,1.54,2.22,2.6
13182,18454,2012-07-12,0.08,0.1,0.15,0.2,0.25,0.35,0.63,0.98,1.5,2.18,2.57
13183,18455,2012-07-13,0.08,0.1,0.15,0.2,0.25,0.34,0.63,0.99,1.52,2.2,2.58
13184,18458,2012-07-16,0.04,0.1,0.14,0.18,0.24,0.31,0.6,0.97,1.5,2.18,2.56
13185,18459,2012-07-17,0.08,0.1,0.14,0.18,0.25,0.32,0.62,0.99,1.53,2.22,2.59
13186,18460,2012-07-18,0.07,0.09,0.14,0.18,0.22,0.3,0.6,0.97,1.52,2.21,2.59
13187,18461,2012-07-19,0.06,0.09,0.14,0.17,0.22,0.31,0.62,0.99,1.54,2.24,2.61
13188,18462,2012-07-20,0.07,0.09,0.14,0.17,0.22,0.29,0.59,0.95,1.49,2.17,2.55
13189,18465,2012-07-23,0.07,0.1,0.14,0.17,0.22,0.28,0.57,0.93,1.47,2.15,2.52
13190,18466,2012-07-24,0.08,0.1,0.15,0.18,0.22,0.28,0.57,0.91,1.44,2.11,2.47
13191,18467,2012-07-25,0.08,0.1,0.14,0.17,0.22,0.28,0.56,0.91,1.43,2.11,2.46
13192,18468,2012-07-26,0.08,0.11,0.15,0.18,0.23,0.31,0.58,0.94,1.45,2.13,2.49
13193,18469,2012-07-27,0.07,0.11,0.15,0.17,0.25,0.34,0.65,1.04,1.58,2.27,2.63
13194,18472,2012-07-30,0.06,0.11,0.15,0.18,0.23,0.31,0.61,0.99,1.53,2.22,2.58
13195,18473,2012-07-31,0.07,0.11,0.14,0.16,0.23,0.3,0.6,0.98,1.51,2.21,2.56
13196,18474,2012-08-01,0.07,0.1,0.14,0.17,0.24,0.32,0.63,1.03,1.56,2.25,2.6
13197,18475,2012-08-02,0.04,0.09,0.14,0.17,0.24,0.31,0.61,0.98,1.51,2.2,2.55
13198,18476,2012-08-03,0.03,0.09,0.14,0.16,0.24,0.33,0.67,1.07,1.6,2.3,2.65
13199,18479,2012-08-06,0.05,0.1,0.14,0.16,0.24,0.33,0.65,1.05,1.59,2.29,2.65
13200,18480,2012-08-07,0.09,0.11,0.14,0.19,0.27,0.37,0.71,1.13,1.66,2.37,2.72
13201,18481,2012-08-08,0.09,0.11,0.14,0.19,0.29,0.38,0.73,1.14,1.68,2.39,2.75
13202,18482,2012-08-09,0.1,0.11,0.15,0.2,0.29,0.38,0.74,1.15,1.69,2.4,2.78
13203,18483,2012-08-10,0.1,0.1,0.14,0.18,0.27,0.36,0.71,1.11,1.65,2.37,2.74
13204,18486,2012-08-13,0.1,0.11,0.15,0.19,0.27,0.36,0.71,1.12,1.65,2.37,2.74
13205,18487,2012-08-14,0.11,0.11,0.15,0.19,0.27,0.39,0.75,1.18,1.73,2.45,2.82
13206,18488,2012-08-15,0.11,0.09,0.14,0.19,0.27,0.42,0.8,1.25,1.8,2.53,2.9
13207,18489,2012-08-16,0.1,0.09,0.14,0.2,0.29,0.42,0.83,1.28,1.83,2.57,2.96
13208,18490,2012-08-17,0.09,0.09,0.14,0.2,0.29,0.42,0.81,1.27,1.81,2.55,2.93
13209,18493,2012-08-20,0.09,0.11,0.14,0.19,0.29,0.41,0.8,1.26,1.82,2.55,2.93
13210,18494,2012-08-21,0.1,0.11,0.14,0.2,0.31,0.42,0.8,1.25,1.8,2.53,2.9
13211,18495,2012-08-22,0.1,0.11,0.13,0.19,0.26,0.37,0.71,1.16,1.71,2.44,2.82
13212,18496,2012-08-23,0.1,0.11,0.13,0.19,0.26,0.36,0.71,1.13,1.68,2.41,2.79
13213,18497,2012-08-24,0.1,0.1,0.13,0.19,0.28,0.37,0.72,1.14,1.68,2.41,2.79
13214,18500,2012-08-27,0.1,0.11,0.14,0.18,0.28,0.37,0.7,1.11,1.65,2.38,2.76
13215,18501,2012-08-28,0.12,0.1,0.15,0.18,0.27,0.36,0.69,1.1,1.64,2.36,2.75
13216,18502,2012-08-29,0.12,0.12,0.14,0.18,0.27,0.36,0.69,1.11,1.66,2.38,2.77
13217,18503,2012-08-30,0.12,0.1,0.14,0.17,0.27,0.35,0.66,1.08,1.63,2.36,2.75
13218,18504,2012-08-31,0.09,0.09,0.14,0.16,0.22,0.3,0.59,1.01,1.57,2.29,2.68
13220,18508,2012-09-04,0.1,0.1,0.14,0.16,0.23,0.31,0.62,1.03,1.59,2.3,2.69
13221,18509,2012-09-05,0.11,0.11,0.14,0.17,0.25,0.32,0.62,1.04,1.6,2.32,2.7
13222,18510,2012-09-06,0.1,0.11,0.14,0.18,0.27,0.34,0.68,1.12,1.68,2.41,2.8
13223,18511,2012-09-07,0.09,0.11,0.14,0.18,0.25,0.33,0.64,1.09,1.67,2.42,2.81
13224,18514,2012-09-10,0.09,0.1,0.14,0.18,0.25,0.33,0.66,1.1,1.68,2.43,2.83
13225,18515,2012-09-11,0.09,0.1,0.14,0.18,0.25,0.33,0.67,1.12,1.7,2.44,2.84
13226,18516,2012-09-12,0.09,0.1,0.13,0.18,0.25,0.33,0.7,1.17,1.77,2.52,2.92
13227,18517,2012-09-13,0.1,0.1,0.13,0.17,0.24,0.32,0.65,1.12,1.75,2.53,2.95
13228,18518,2012-09-14,0.08,0.11,0.13,0.18,0.27,0.35,0.72,1.23,1.88,2.68,3.09
13229,18521,2012-09-17,0.06,0.11,0.13,0.18,0.25,0.36,0.73,1.22,1.85,2.64,3.03
13230,18522,2012-09-18,0.08,0.1,0.13,0.18,0.25,0.35,0.71,1.19,1.82,2.61,3.0
13231,18523,2012-09-19,0.08,0.11,0.14,0.18,0.27,0.35,0.7,1.18,1.79,2.58,2.97
13232,18524,2012-09-20,0.06,0.11,0.14,0.18,0.27,0.36,0.7,1.18,1.8,2.58,2.96
13233,18525,2012-09-21,0.05,0.11,0.14,0.18,0.27,0.36,0.68,1.14,1.77,2.57,2.95
13234,18528,2012-09-24,0.03,0.11,0.14,0.18,0.27,0.35,0.68,1.12,1.74,2.53,2.91
13235,18529,2012-09-25,0.06,0.11,0.15,0.18,0.27,0.35,0.66,1.08,1.7,2.47,2.86
13236,18530,2012-09-26,0.05,0.11,0.13,0.17,0.26,0.34,0.63,1.03,1.64,2.4,2.79
13237,18531,2012-09-27,0.05,0.09,0.14,0.16,0.25,0.34,0.64,1.05,1.66,2.43,2.83
13238,18532,2012-09-28,0.06,0.1,0.14,0.17,0.23,0.31,0.62,1.04,1.65,2.42,2.82
13239,18535,2012-10-01,0.05,0.09,0.14,0.17,0.25,0.31,0.62,1.04,1.64,2.41,2.81
13240,18536,2012-10-02,0.09,0.09,0.14,0.16,0.23,0.31,0.61,1.03,1.64,2.41,2.81
13241,18537,2012-10-03,0.09,0.09,0.14,0.16,0.23,0.31,0.61,1.02,1.64,2.42,2.82
13242,18538,2012-10-04,0.1,0.1,0.14,0.18,0.23,0.32,0.63,1.07,1.7,2.48,2.89
13243,18539,2012-10-05,0.1,0.11,0.15,0.18,0.27,0.34,0.67,1.12,1.75,2.55,2.96
13245,18543,2012-10-09,0.11,0.1,0.15,0.18,0.25,0.35,0.67,1.11,1.74,2.52,2.93
13246,18544,2012-10-10,0.12,0.1,0.15,0.18,0.27,0.35,0.66,1.09,1.72,2.48,2.89
13247,18545,2012-10-11,0.12,0.1,0.14,0.18,0.28,0.34,0.67,1.09,1.7,2.45,2.86
13248,18546,2012-10-12,0.12,0.11,0.15,0.18,0.27,0.34,0.67,1.09,1.69,2.44,2.83
13249,18549,2012-10-15,0.1,0.11,0.15,0.19,0.27,0.34,0.67,1.09,1.7,2.45,2.85
13250,18550,2012-10-16,0.13,0.09,0.15,0.18,0.27,0.36,0.7,1.15,1.75,2.51,2.91
13251,18551,2012-10-17,0.13,0.11,0.15,0.18,0.3,0.41,0.78,1.24,1.83,2.6,2.98
13252,18552,2012-10-18,0.12,0.1,0.15,0.18,0.29,0.41,0.79,1.26,1.86,2.63,3.02
13253,18553,2012-10-19,0.11,0.1,0.14,0.18,0.3,0.41,0.77,1.21,1.79,2.55,2.94
13254,18556,2012-10-22,0.1,0.1,0.15,0.19,0.32,0.42,0.79,1.25,1.83,2.57,2.95
13255,18557,2012-10-23,0.11,0.11,0.15,0.18,0.29,0.41,0.77,1.21,1.79,2.53,2.91
13256,18558,2012-10-24,0.13,0.11,0.16,0.18,0.29,0.4,0.76,1.21,1.8,2.55,2.93
13257,18559,2012-10-25,0.13,0.11,0.16,0.19,0.31,0.43,0.82,1.28,1.86,2.6,2.98
13258,18560,2012-10-26,0.12,0.12,0.15,0.19,0.3,0.41,0.76,1.2,1.78,2.53,2.92
13259,18563,2012-10-29,0.13,0.14,0.16,0.18,0.3,0.4,0.74,1.16,1.74,2.48,2.87
13261,18565,2012-10-31,0.09,0.11,0.16,0.18,0.3,0.38,0.72,1.14,1.72,2.46,2.85
13262,18566,2012-11-01,0.06,0.09,0.15,0.18,0.3,0.38,0.73,1.16,1.75,2.5,2.89
13263,18567,2012-11-02,0.08,0.09,0.15,0.19,0.28,0.38,0.73,1.16,1.75,2.51,2.91
13264,18570,2012-11-05,0.09,0.11,0.15,0.19,0.28,0.38,0.7,1.13,1.72,2.47,2.88
13265,18571,2012-11-06,0.12,0.1,0.15,0.19,0.3,0.41,0.75,1.19,1.78,2.52,2.92
13266,18572,2012-11-07,0.12,0.1,0.14,0.18,0.27,0.36,0.67,1.08,1.68,2.42,2.83
13267,18573,2012-11-08,0.13,0.1,0.15,0.2,0.27,0.35,0.65,1.04,1.62,2.35,2.77
13268,18574,2012-11-09,0.13,0.09,0.15,0.18,0.27,0.35,0.65,1.04,1.61,2.34,2.75
13270,18578,2012-11-13,0.12,0.11,0.15,0.18,0.27,0.33,0.63,1.02,1.59,2.31,2.72
13271,18579,2012-11-14,0.15,0.1,0.15,0.18,0.25,0.33,0.63,1.03,1.59,2.31,2.73
13272,18580,2012-11-15,0.13,0.08,0.14,0.17,0.24,0.32,0.62,1.02,1.58,2.3,2.72
13273,18581,2012-11-16,0.07,0.06,0.13,0.16,0.24,0.32,0.62,1.01,1.58,2.31,2.73
13274,18584,2012-11-19,0.06,0.09,0.14,0.16,0.25,0.33,0.64,1.04,1.61,2.34,2.76
13275,18585,2012-11-20,0.15,0.08,0.14,0.16,0.27,0.36,0.67,1.09,1.66,2.4,2.82
13276,18586,2012-11-21,0.17,0.1,0.14,0.17,0.27,0.37,0.69,1.11,1.69,2.42,2.83
13278,18588,2012-11-23,0.16,0.1,0.14,0.19,0.29,0.37,0.7,1.12,1.7,2.42,2.83
13279,18591,2012-11-26,0.14,0.1,0.15,0.17,0.27,0.36,0.68,1.09,1.66,2.39,2.8
13280,18592,2012-11-27,0.17,0.1,0.15,0.18,0.27,0.36,0.66,1.07,1.64,2.38,2.79
13281,18593,2012-11-28,0.17,0.1,0.14,0.18,0.27,0.35,0.64,1.05,1.63,2.36,2.79
13282,18594,2012-11-29,0.16,0.09,0.15,0.18,0.25,0.35,0.63,1.04,1.62,2.37,2.79
13283,18595,2012-11-30,0.11,0.08,0.13,0.18,0.25,0.34,0.61,1.04,1.62,2.37,2.81
13284,18598,2012-12-03,0.13,0.1,0.14,0.18,0.25,0.34,0.63,1.05,1.63,2.37,2.8
13285,18599,2012-12-04,0.07,0.1,0.15,0.18,0.25,0.34,0.63,1.04,1.62,2.36,2.78
13286,18600,2012-12-05,0.07,0.1,0.14,0.18,0.25,0.32,0.61,1.02,1.6,2.35,2.78
13287,18601,2012-12-06,0.07,0.1,0.14,0.18,0.25,0.32,0.6,1.0,1.59,2.33,2.76
13288,18602,2012-12-07,0.06,0.09,0.14,0.18,0.25,0.33,0.63,1.04,1.64,2.39,2.81
13289,18605,2012-12-10,0.05,0.09,0.14,0.18,0.24,0.33,0.62,1.04,1.63,2.38,2.8
13290,18606,2012-12-11,0.04,0.08,0.13,0.16,0.24,0.32,0.64,1.06,1.66,2.41,2.83
13291,18607,2012-12-12,0.04,0.07,0.1,0.14,0.25,0.32,0.66,1.11,1.72,2.48,2.9
13292,18608,2012-12-13,0.02,0.06,0.11,0.14,0.27,0.34,0.7,1.15,1.74,2.49,2.9
13293,18609,2012-12-14,0.01,0.04,0.09,0.13,0.24,0.34,0.7,1.15,1.72,2.46,2.87
13294,18612,2012-12-17,0.01,0.05,0.1,0.13,0.25,0.37,0.74,1.2,1.78,2.53,2.94
13295,18613,2012-12-18,0.04,0.06,0.12,0.16,0.28,0.39,0.78,1.25,1.84,2.59,3.0
13296,18614,2012-12-19,0.03,0.05,0.1,0.15,0.28,0.39,0.77,1.24,1.82,2.58,2.99
13297,18615,2012-12-20,0.02,0.06,0.1,0.15,0.28,0.39,0.77,1.24,1.81,2.57,2.98
13298,18616,2012-12-21,0.02,0.06,0.12,0.15,0.26,0.38,0.75,1.2,1.77,2.52,2.93
13299,18619,2012-12-24,0.03,0.06,0.11,0.16,0.26,0.38,0.77,1.22,1.79,2.53,2.94
13301,18621,2012-12-26,0.05,0.09,0.13,0.16,0.26,0.39,0.76,1.2,1.77,2.52,2.94
13302,18622,2012-12-27,0.01,0.08,0.12,0.15,0.26,0.37,0.72,1.15,1.74,2.48,2.89
13303,18623,2012-12-28,0.0,0.01,0.1,0.15,0.27,0.36,0.72,1.15,1.73,2.47,2.88
13304,18626,2012-12-31,0.02,0.05,0.11,0.16,0.25,0.36,0.72,1.18,1.78,2.54,2.95
13306,18628,2013-01-02,0.07,0.08,0.12,0.15,0.27,0.37,0.76,1.25,1.86,2.63,3.04
13307,18629,2013-01-03,0.06,0.08,0.12,0.15,0.27,0.4,0.81,1.31,1.92,2.7,3.12
13308,18630,2013-01-04,0.06,0.07,0.11,0.15,0.27,0.41,0.82,1.32,1.93,2.7,3.1
13309,18633,2013-01-07,0.05,0.07,0.11,0.15,0.27,0.41,0.82,1.31,1.92,2.7,3.1
13310,18634,2013-01-08,0.06,0.07,0.11,0.14,0.25,0.38,0.79,1.28,1.89,2.66,3.06
13311,18635,2013-01-09,0.04,0.06,0.09,0.13,0.24,0.37,0.77,1.27,1.88,2.65,3.06
13312,18636,2013-01-10,0.05,0.06,0.1,0.14,0.26,0.37,0.8,1.3,1.91,2.68,3.08
13313,18637,2013-01-11,0.04,0.07,0.1,0.14,0.26,0.37,0.78,1.28,1.89,2.65,3.05
13314,18640,2013-01-14,0.05,0.08,0.11,0.14,0.26,0.37,0.78,1.27,1.89,2.65,3.05
13315,18641,2013-01-15,0.09,0.09,0.11,0.14,0.26,0.36,0.75,1.24,1.86,2.62,3.02
13316,18642,2013-01-16,0.07,0.08,0.11,0.14,0.26,0.36,0.75,1.23,1.84,2.61,3.01
13317,18643,2013-01-17,0.05,0.07,0.11,0.14,0.28,0.39,0.79,1.29,1.89,2.66,3.06
13318,18644,2013-01-18,0.04,0.08,0.1,0.14,0.26,0.38,0.77,1.26,1.87,2.63,3.03
13320,18648,2013-01-22,0.04,0.08,0.1,0.14,0.26,0.38,0.76,1.25,1.86,2.62,3.02
13321,18649,2013-01-23,0.06,0.08,0.1,0.15,0.26,0.37,0.76,1.24,1.86,2.62,3.02
13322,18650,2013-01-24,0.06,0.08,0.1,0.15,0.23,0.37,0.78,1.26,1.88,2.64,3.04
13323,18651,2013-01-25,0.06,0.08,0.11,0.15,0.28,0.42,0.87,1.36,1.98,2.75,3.14
13324,18654,2013-01-28,0.03,0.07,0.11,0.16,0.29,0.45,0.89,1.38,2.0,2.76,3.15
13325,18655,2013-01-29,0.03,0.07,0.11,0.15,0.3,0.43,0.9,1.4,2.03,2.79,3.18
13326,18656,2013-01-30,0.04,0.07,0.11,0.15,0.27,0.42,0.88,1.39,2.03,2.8,3.19
13327,18657,2013-01-31,0.04,0.07,0.12,0.15,0.27,0.42,0.88,1.38,2.02,2.79,3.17
13328,18658,2013-02-01,0.02,0.06,0.11,0.15,0.27,0.4,0.88,1.4,2.04,2.83,3.21
13329,18661,2013-02-04,0.03,0.07,0.11,0.15,0.25,0.38,0.85,1.36,2.0,2.79,3.17
13330,18662,2013-02-05,0.06,0.07,0.11,0.15,0.27,0.41,0.88,1.39,2.04,2.83,3.21
13331,18663,2013-02-06,0.06,0.07,0.12,0.15,0.27,0.39,0.84,1.35,2.0,2.79,3.18
13332,18664,2013-02-07,0.03,0.07,0.11,0.15,0.25,0.39,0.83,1.34,1.99,2.78,3.17
13333,18665,2013-02-08,0.03,0.07,0.11,0.14,0.25,0.39,0.84,1.34,1.99,2.79,3.17
13334,18668,2013-02-11,0.05,0.09,0.12,0.15,0.27,0.4,0.85,1.35,1.99,2.78,3.16
13335,18669,2013-02-12,0.08,0.09,0.12,0.14,0.29,0.41,0.88,1.38,2.02,2.81,3.19
13336,18670,2013-02-13,0.09,0.1,0.12,0.15,0.29,0.44,0.92,1.43,2.05,2.86,3.23
13337,18671,2013-02-14,0.1,0.11,0.13,0.16,0.27,0.42,0.86,1.37,2.0,2.79,3.17
13338,18672,2013-02-15,0.09,0.1,0.13,0.17,0.29,0.42,0.87,1.38,2.01,2.8,3.18
13340,18676,2013-02-19,0.09,0.12,0.13,0.17,0.29,0.44,0.89,1.41,2.03,2.83,3.21
13341,18677,2013-02-20,0.12,0.12,0.13,0.17,0.27,0.42,0.88,1.38,2.02,2.82,3.2
13342,18678,2013-02-21,0.12,0.13,0.13,0.16,0.26,0.4,0.86,1.36,1.99,2.79,3.17
13343,18679,2013-02-22,0.11,0.13,0.14,0.16,0.27,0.4,0.84,1.34,1.97,2.77,3.15
13344,18682,2013-02-25,0.09,0.12,0.14,0.16,0.25,0.37,0.78,1.25,1.88,2.69,3.08
13345,18683,2013-02-26,0.11,0.14,0.14,0.17,0.25,0.37,0.78,1.25,1.88,2.69,3.08
13346,18684,2013-02-27,0.11,0.11,0.13,0.17,0.27,0.36,0.78,1.28,1.91,2.72,3.11
13347,18685,2013-02-28,0.07,0.11,0.13,0.17,0.25,0.36,0.77,1.26,1.89,2.71,3.1
13348,18686,2013-03-01,0.07,0.11,0.12,0.16,0.25,0.35,0.75,1.23,1.86,2.68,3.06
13349,18689,2013-03-04,0.07,0.11,0.12,0.16,0.24,0.35,0.76,1.25,1.88,2.7,3.08
13350,18690,2013-03-05,0.09,0.08,0.12,0.15,0.25,0.36,0.77,1.27,1.9,2.72,3.1
13351,18691,2013-03-06,0.09,0.1,0.12,0.15,0.25,0.38,0.81,1.31,1.95,2.77,3.15
13352,18692,2013-03-07,0.1,0.1,0.11,0.15,0.25,0.4,0.85,1.36,2.0,2.82,3.2
13353,18693,2013-03-08,0.09,0.1,0.11,0.15,0.27,0.42,0.9,1.43,2.06,2.89,3.25
13354,18696,2013-03-11,0.09,0.1,0.12,0.15,0.27,0.43,0.9,1.43,2.07,2.89,3.26
13355,18697,2013-03-12,0.1,0.1,0.12,0.15,0.27,0.41,0.88,1.4,2.03,2.85,3.22
13356,18698,2013-03-13,0.09,0.09,0.12,0.15,0.27,0.42,0.89,1.41,2.04,2.85,3.22
13357,18699,2013-03-14,0.08,0.1,0.12,0.15,0.27,0.42,0.88,1.4,2.04,2.87,3.25
13358,18700,2013-03-15,0.07,0.09,0.11,0.14,0.25,0.4,0.84,1.35,2.01,2.85,3.22
13359,18703,2013-03-18,0.07,0.07,0.11,0.15,0.26,0.38,0.81,1.31,1.96,2.79,3.18
13360,18704,2013-03-19,0.08,0.07,0.11,0.15,0.24,0.37,0.79,1.28,1.92,2.75,3.13
13361,18705,2013-03-20,0.08,0.07,0.11,0.15,0.26,0.38,0.81,1.32,1.96,2.8,3.19
13362,18706,2013-03-21,0.08,0.07,0.11,0.14,0.27,0.38,0.81,1.3,1.95,2.77,3.15
13363,18707,2013-03-22,0.07,0.07,0.11,0.14,0.26,0.39,0.8,1.29,1.93,2.75,3.13
13364,18710,2013-03-25,0.06,0.08,0.11,0.14,0.24,0.38,0.8,1.28,1.93,2.76,3.14
13365,18711,2013-03-26,0.08,0.07,0.11,0.14,0.25,0.38,0.79,1.27,1.92,2.75,3.13
13366,18712,2013-03-27,0.06,0.09,0.12,0.14,0.25,0.36,0.76,1.22,1.87,2.71,3.09
13367,18713,2013-03-28,0.04,0.07,0.11,0.14,0.25,0.36,0.77,1.24,1.87,2.71,3.1
13369,18717,2013-04-01,0.06,0.08,0.11,0.14,0.23,0.36,0.76,1.23,1.86,2.7,3.08
13370,18718,2013-04-02,0.06,0.07,0.11,0.14,0.25,0.36,0.78,1.26,1.88,2.72,3.1
13371,18719,2013-04-03,0.06,0.06,0.1,0.13,0.24,0.34,0.73,1.2,1.83,2.66,3.05
13372,18720,2013-04-04,0.07,0.07,0.1,0.13,0.22,0.33,0.69,1.15,1.78,2.6,2.99
13373,18721,2013-04-05,0.05,0.07,0.1,0.13,0.24,0.33,0.68,1.12,1.72,2.5,2.87
13374,18724,2013-04-08,0.05,0.07,0.1,0.13,0.24,0.34,0.71,1.15,1.76,2.54,2.91
13375,18725,2013-04-09,0.06,0.06,0.1,0.13,0.24,0.34,0.7,1.16,1.78,2.57,2.94
13376,18726,2013-04-10,0.07,0.07,0.1,0.12,0.24,0.36,0.74,1.21,1.84,2.63,3.01
13377,18727,2013-04-11,0.06,0.07,0.1,0.12,0.24,0.35,0.74,1.2,1.82,2.62,3.01
13378,18728,2013-04-12,0.05,0.06,0.09,0.11,0.22,0.33,0.7,1.14,1.75,2.54,2.92
13379,18731,2013-04-15,0.04,0.06,0.09,0.12,0.22,0.32,0.69,1.12,1.72,2.5,2.88
13380,18732,2013-04-16,0.06,0.06,0.09,0.13,0.24,0.33,0.71,1.15,1.75,2.53,2.91
13381,18733,2013-04-17,0.05,0.06,0.09,0.13,0.24,0.35,0.71,1.13,1.73,2.51,2.89
13382,18734,2013-04-18,0.03,0.05,0.09,0.12,0.24,0.35,0.71,1.13,1.72,2.49,2.87
13383,18735,2013-04-19,0.04,0.05,0.09,0.12,0.24,0.35,0.72,1.14,1.73,2.5,2.88
13384,18738,2013-04-22,0.04,0.05,0.09,0.12,0.24,0.35,0.7,1.13,1.72,2.5,2.88
13385,18739,2013-04-23,0.04,0.05,0.09,0.12,0.23,0.35,0.71,1.14,1.74,2.52,2.9
13386,18740,2013-04-24,0.05,0.06,0.09,0.13,0.23,0.34,0.7,1.13,1.73,2.5,2.89
13387,18741,2013-04-25,0.04,0.05,0.08,0.12,0.23,0.35,0.71,1.15,1.74,2.52,2.91
13388,18742,2013-04-26,0.04,0.05,0.09,0.12,0.22,0.32,0.68,1.1,1.7,2.47,2.87
13389,18745,2013-04-29,0.03,0.05,0.08,0.12,0.2,0.32,0.68,1.1,1.7,2.49,2.88
13390,18746,2013-04-30,0.03,0.05,0.09,0.11,0.22,0.32,0.68,1.11,1.7,2.49,2.88
13391,18747,2013-05-01,0.03,0.06,0.08,0.11,0.2,0.3,0.65,1.07,1.66,2.44,2.83
13392,18748,2013-05-02,0.02,0.05,0.08,0.11,0.2,0.3,0.65,1.07,1.66,2.44,2.82
13393,18749,2013-05-03,0.02,0.05,0.08,0.11,0.22,0.34,0.73,1.17,1.78,2.58,2.96
13394,18752,2013-05-06,0.01,0.04,0.08,0.11,0.22,0.34,0.74,1.19,1.8,2.6,2.98
13395,18753,2013-05-07,0.01,0.04,0.08,0.1,0.22,0.35,0.75,1.21,1.82,2.62,3.0
13396,18754,2013-05-08,0.01,0.04,0.08,0.11,0.22,0.35,0.75,1.2,1.81,2.61,2.99
13397,18755,2013-05-09,0.02,0.04,0.08,0.11,0.22,0.35,0.75,1.2,1.81,2.6,3.01
13398,18756,2013-05-10,0.02,0.04,0.08,0.11,0.26,0.38,0.82,1.28,1.9,2.7,3.1
13399,18759,2013-05-13,0.02,0.05,0.08,0.13,0.24,0.4,0.83,1.3,1.92,2.73,3.13
13400,18760,2013-05-14,0.01,0.05,0.09,0.12,0.26,0.41,0.85,1.33,1.96,2.77,3.17
13401,18761,2013-05-15,0.01,0.04,0.09,0.12,0.26,0.4,0.84,1.32,1.94,2.76,3.16
13402,18762,2013-05-16,0.0,0.03,0.08,0.12,0.23,0.37,0.79,1.25,1.87,2.69,3.09
13403,18763,2013-05-17,0.01,0.04,0.08,0.12,0.26,0.4,0.84,1.32,1.95,2.77,3.17
13404,18766,2013-05-20,0.01,0.05,0.09,0.12,0.26,0.4,0.85,1.33,1.97,2.79,3.18
13405,18767,2013-05-21,0.04,0.04,0.09,0.12,0.26,0.39,0.84,1.31,1.94,2.75,3.14
13406,18768,2013-05-22,0.04,0.04,0.08,0.11,0.26,0.41,0.91,1.4,2.03,2.83,3.21
13407,18769,2013-05-23,0.03,0.05,0.08,0.12,0.26,0.42,0.91,1.4,2.02,2.82,3.2
13408,18770,2013-05-24,0.03,0.04,0.07,0.12,0.26,0.41,0.9,1.39,2.01,2.8,3.18
13410,18774,2013-05-28,0.02,0.05,0.09,0.13,0.29,0.49,1.02,1.53,2.15,2.95,3.31
13411,18775,2013-05-29,0.04,0.05,0.08,0.14,0.3,0.49,1.02,1.51,2.13,2.91,3.27
13412,18776,2013-05-30,0.02,0.04,0.07,0.13,0.31,0.49,1.01,1.51,2.13,2.92,3.28
13413,18777,2013-05-31,0.03,0.04,0.07,0.14,0.3,0.52,1.05,1.55,2.16,2.95,3.3
13414,18780,2013-06-03,0.03,0.05,0.08,0.14,0.3,0.5,1.03,1.53,2.13,2.92,3.27
13415,18781,2013-06-04,0.05,0.04,0.08,0.14,0.32,0.48,1.05,1.55,2.14,2.95,3.3
13416,18782,2013-06-05,0.04,0.05,0.08,0.14,0.3,0.48,1.02,1.52,2.1,2.9,3.25
13417,18783,2013-06-06,0.04,0.05,0.08,0.14,0.3,0.48,1.01,1.49,2.08,2.89,3.23
13418,18784,2013-06-07,0.04,0.04,0.07,0.14,0.32,0.52,1.1,1.59,2.17,2.98,3.33
