,daynumber,date,1-month,3-month,6-month,1-year,2-year,3-year,5-year,7-year,10-year,20-year,30-year
12909,18073,2011-06-27,0.01,0.02,0.1,0.18,0.41,0.64,1.47,2.19,2.95,3.94,4.28
12910,18074,2011-06-28,0.01,0.03,0.11,0.21,0.48,0.75,1.62,2.33,3.05,4.01,4.33
12911,18075,2011-06-29,0.01,0.02,0.11,0.19,0.47,0.79,1.7,2.44,3.14,4.08,4.39
12912,18076,2011-06-30,0.01,0.03,0.1,0.19,0.45,0.81,1.76,2.5,3.18,4.09,4.38
12913,18077,2011-07-01,0.01,0.02,0.1,0.2,0.5,0.85,1.8,2.54,3.22,4.12,4.4
12915,18081,2011-07-05,0.01,0.02,0.08,0.19,0.44,0.77,1.7,2.46,3.16,4.09,4.39
12916,18082,2011-07-06,0.01,0.01,0.06,0.19,0.43,0.75,1.66,2.41,3.12,4.05,4.35
12917,18083,2011-07-07,0.03,0.03,0.07,0.2,0.49,0.83,1.74,2.48,3.17,4.08,4.37
12918,18084,2011-07-08,0.03,0.03,0.07,0.17,0.4,0.7,1.57,2.32,3.03,3.97,4.27
12919,18087,2011-07-11,0.02,0.03,0.07,0.17,0.37,0.64,1.49,2.22,2.94,3.88,4.2
12920,18088,2011-07-12,0.01,0.03,0.07,0.18,0.37,0.63,1.47,2.2,2.92,3.86,4.19
12921,18089,2011-07-13,0.01,0.01,0.05,0.16,0.37,0.62,1.45,2.18,2.92,3.85,4.17
12922,18090,2011-07-14,0.01,0.01,0.05,0.15,0.38,0.66,1.51,2.24,2.98,3.92,4.25
12923,18091,2011-07-15,0.02,0.02,0.05,0.15,0.37,0.62,1.46,2.19,2.94,3.92,4.26
12924,18094,2011-07-18,0.01,0.02,0.06,0.15,0.37,0.62,1.45,2.18,2.94,3.95,4.29
12925,18095,2011-07-19,0.02,0.03,0.07,0.17,0.39,0.63,1.45,2.17,2.91,3.86,4.19
12926,18096,2011-07-20,0.01,0.02,0.08,0.19,0.4,0.64,1.49,2.22,2.96,3.92,4.25
12927,18097,2011-07-21,0.04,0.05,0.09,0.2,0.4,0.69,1.56,2.3,3.03,3.98,4.31
12928,18098,2011-07-22,0.05,0.05,0.09,0.2,0.4,0.66,1.53,2.26,2.99,3.93,4.26
12929,18101,2011-07-25,0.05,0.05,0.1,0.2,0.42,0.69,1.55,2.29,3.03,3.98,4.31
12930,18102,2011-07-26,0.07,0.07,0.11,0.21,0.41,0.66,1.51,2.25,2.99,3.94,4.28
12931,18103,2011-07-27,0.08,0.08,0.12,0.21,0.44,0.71,1.56,2.28,3.01,3.95,4.29
12932,18104,2011-07-28,0.1,0.07,0.13,0.21,0.42,0.68,1.52,2.26,2.98,3.93,4.26
12933,18105,2011-07-29,0.16,0.1,0.16,0.2,0.36,0.55,1.35,2.09,2.82,3.77,4.12
12934,18108,2011-08-01,0.13,0.1,0.16,0.22,0.38,0.55,1.32,2.05,2.77,3.72,4.07
12935,18109,2011-08-02,0.05,0.06,0.13,0.17,0.33,0.5,1.23,1.94,2.66,3.59,3.93
12936,18110,2011-08-03,0.01,0.02,0.08,0.16,0.33,0.52,1.25,1.94,2.64,3.55,3.89
12937,18111,2011-08-04,0.01,0.02,0.05,0.12,0.27,0.44,1.12,1.78,2.47,3.37,3.7
12938,18112,2011-08-05,0.01,0.01,0.05,0.11,0.28,0.49,1.23,1.91,2.58,3.49,3.82
12939,18115,2011-08-08,0.02,0.05,0.07,0.12,0.27,0.45,1.11,1.75,2.4,3.31,3.68
12940,18116,2011-08-09,0.02,0.03,0.06,0.11,0.19,0.33,0.91,1.53,2.2,3.17,3.56
12941,18117,2011-08-10,0.02,0.02,0.06,0.09,0.19,0.33,0.93,1.52,2.17,3.08,3.54
12942,18118,2011-08-11,0.01,0.03,0.08,0.1,0.19,0.34,1.02,1.65,2.34,3.34,3.82
12943,18119,2011-08-12,0.01,0.02,0.07,0.11,0.2,0.32,0.96,1.56,2.24,3.24,3.72
12944,18122,2011-08-15,0.0,0.02,0.08,0.12,0.19,0.34,0.99,1.6,2.29,3.29,3.75
12945,18123,2011-08-16,0.02,0.03,0.07,0.12,0.2,0.33,0.95,1.54,2.23,3.23,3.67
12946,18124,2011-08-17,0.01,0.01,0.06,0.12,0.19,0.33,0.92,1.48,2.17,3.14,3.57
12947,18125,2011-08-18,0.01,0.01,0.05,0.1,0.2,0.33,0.9,1.43,2.08,3.02,3.45
12948,18126,2011-08-19,0.0,0.02,0.04,0.1,0.2,0.34,0.9,1.43,2.07,2.97,3.39
12949,18129,2011-08-22,0.01,0.01,0.04,0.09,0.22,0.37,0.94,1.47,2.1,3.0,3.42
12950,18130,2011-08-23,0.01,0.01,0.04,0.1,0.22,0.38,0.95,1.5,2.15,3.06,3.47
12951,18131,2011-08-24,0.02,0.02,0.04,0.11,0.23,0.41,1.05,1.62,2.29,3.23,3.63
12952,18132,2011-08-25,0.01,0.01,0.03,0.1,0.22,0.37,0.98,1.57,2.23,3.17,3.6
12953,18133,2011-08-26,0.0,0.01,0.02,0.09,0.2,0.33,0.94,1.52,2.19,3.13,3.54
12954,18136,2011-08-29,0.0,0.02,0.05,0.09,0.2,0.35,0.99,1.6,2.28,3.22,3.63
12955,18137,2011-08-30,0.01,0.01,0.05,0.09,0.2,0.33,0.94,1.52,2.19,3.12,3.53
12956,18138,2011-08-31,0.01,0.02,0.05,0.1,0.2,0.33,0.96,1.56,2.23,3.19,3.6
12957,18139,2011-09-01,0.02,0.02,0.05,0.1,0.19,0.31,0.9,1.49,2.15,3.1,3.51
12958,18140,2011-09-02,0.02,0.02,0.05,0.1,0.2,0.33,0.88,1.41,2.02,2.92,3.32
12960,18144,2011-09-06,0.02,0.02,0.07,0.13,0.21,0.33,0.88,1.4,1.98,2.86,3.26
12961,18145,2011-09-07,0.0,0.02,0.06,0.11,0.21,0.34,0.92,1.45,2.05,2.96,3.36
12962,18146,2011-09-08,0.01,0.02,0.07,0.12,0.19,0.33,0.88,1.41,2.0,2.92,3.32
12963,18147,2011-09-09,0.0,0.01,0.05,0.11,0.17,0.31,0.81,1.34,1.93,2.86,3.26
12964,18150,2011-09-12,0.01,0.01,0.05,0.11,0.21,0.35,0.87,1.38,1.94,2.84,3.24
12965,18151,2011-09-13,0.0,0.01,0.05,0.1,0.21,0.35,0.89,1.42,2.0,2.92,3.32
12966,18152,2011-09-14,0.0,0.01,0.03,0.09,0.19,0.35,0.91,1.45,2.03,2.92,3.32
12967,18153,2011-09-15,0.0,0.01,0.03,0.1,0.21,0.35,0.95,1.51,2.09,2.97,3.36
12968,18154,2011-09-16,0.01,0.01,0.02,0.09,0.18,0.33,0.94,1.5,2.08,2.96,3.34
12969,18157,2011-09-19,0.0,0.01,0.04,0.08,0.16,0.29,0.85,1.4,1.97,2.84,3.22
12970,18158,2011-09-20,0.0,0.01,0.03,0.09,0.18,0.3,0.85,1.39,1.95,2.82,3.2
12971,18159,2011-09-21,0.01,0.01,0.04,0.11,0.21,0.37,0.88,1.36,1.88,2.69,3.03
12972,18160,2011-09-22,0.0,0.0,0.03,0.1,0.2,0.34,0.79,1.24,1.72,2.48,2.78
12973,18161,2011-09-23,0.0,0.01,0.02,0.1,0.23,0.37,0.89,1.35,1.84,2.59,2.89
12974,18164,2011-09-26,0.0,0.02,0.03,0.1,0.25,0.39,0.92,1.41,1.91,2.69,2.99
12975,18165,2011-09-27,0.0,0.01,0.04,0.1,0.25,0.42,0.97,1.49,2.0,2.79,3.08
12976,18166,2011-09-28,0.0,0.02,0.04,0.12,0.27,0.42,0.99,1.5,2.03,2.82,3.1
12977,18167,2011-09-29,0.0,0.02,0.05,0.11,0.27,0.43,0.98,1.48,1.99,2.76,3.03
12978,18168,2011-09-30,0.02,0.02,0.06,0.13,0.25,0.42,0.96,1.43,1.92,2.66,2.9
12979,18171,2011-10-03,0.01,0.02,0.06,0.12,0.24,0.39,0.87,1.33,1.8,2.51,2.76
12980,18172,2011-10-04,0.01,0.01,0.04,0.11,0.25,0.4,0.9,1.35,1.81,2.53,2.77
12981,18173,2011-10-05,0.0,0.0,0.03,0.1,0.25,0.43,0.96,1.45,1.92,2.62,2.87
12982,18174,2011-10-06,0.01,0.01,0.03,0.09,0.29,0.46,1.01,1.52,2.01,2.71,2.96
12983,18175,2011-10-07,0.01,0.01,0.04,0.11,0.3,0.5,1.08,1.61,2.1,2.78,3.02
12985,18179,2011-10-11,0.01,0.02,0.05,0.12,0.32,0.54,1.14,1.68,2.18,2.87,3.11
12986,18180,2011-10-12,0.01,0.02,0.06,0.09,0.29,0.54,1.17,1.72,2.24,2.94,3.19
12987,18181,2011-10-13,0.02,0.02,0.05,0.11,0.29,0.51,1.11,1.67,2.19,2.9,3.15
12988,18182,2011-10-14,0.02,0.02,0.06,0.11,0.28,0.5,1.12,1.71,2.26,2.97,3.22
12989,18185,2011-10-17,0.02,0.04,0.06,0.12,0.28,0.48,1.08,1.65,2.18,2.88,3.13
12990,18186,2011-10-18,0.02,0.04,0.07,0.12,0.28,0.47,1.07,1.64,2.19,2.91,3.17
12991,18187,2011-10-19,0.01,0.03,0.06,0.11,0.28,0.46,1.05,1.62,2.18,2.9,3.17
12992,18188,2011-10-20,0.02,0.03,0.06,0.12,0.28,0.46,1.07,1.64,2.2,2.92,3.19
12993,18189,2011-10-21,0.01,0.02,0.05,0.12,0.3,0.46,1.08,1.66,2.23,2.98,3.26
12994,18192,2011-10-24,0.01,0.02,0.06,0.11,0.3,0.47,1.1,1.7,2.25,3.0,3.27
12995,18193,2011-10-25,0.01,0.01,0.06,0.11,0.26,0.43,1.01,1.6,2.14,2.86,3.13
12996,18194,2011-10-26,0.01,0.02,0.06,0.13,0.28,0.48,1.09,1.68,2.23,2.95,3.22
12997,18195,2011-10-27,0.02,0.02,0.07,0.14,0.31,0.53,1.2,1.83,2.42,3.18,3.45
12998,18196,2011-10-28,0.02,0.01,0.06,0.13,0.28,0.5,1.13,1.74,2.34,3.09,3.36
12999,18199,2011-10-31,0.02,0.01,0.06,0.12,0.25,0.41,0.99,1.58,2.17,2.89,3.16
13000,18200,2011-11-01,0.01,0.01,0.05,0.13,0.23,0.38,0.9,1.45,2.01,2.73,2.99
13001,18201,2011-11-02,0.01,0.01,0.04,0.11,0.23,0.37,0.89,1.44,2.03,2.75,3.03
13002,18202,2011-11-03,0.01,0.01,0.04,0.11,0.24,0.39,0.91,1.48,2.09,2.83,3.1
13003,18203,2011-11-04,0.01,0.01,0.03,0.11,0.22,0.37,0.88,1.45,2.06,2.81,3.09
13004,18206,2011-11-07,0.01,0.01,0.04,0.09,0.25,0.38,0.88,1.44,2.04,2.77,3.05
13005,18207,2011-11-08,0.01,0.01,0.03,0.1,0.25,0.39,0.92,1.5,2.1,2.84,3.13
13006,18208,2011-11-09,0.01,0.01,0.04,0.1,0.24,0.37,0.88,1.41,2.0,2.73,3.03
13007,18209,2011-11-10,0.01,0.01,0.03,0.1,0.24,0.38,0.9,1.45,2.04,2.8,3.12
13009,18213,2011-11-14,0.01,0.01,0.04,0.09,0.24,0.39,0.91,1.46,2.04,2.77,3.09
13010,18214,2011-11-15,0.01,0.01,0.05,0.11,0.26,0.4,0.93,1.48,2.06,2.79,3.1
13011,18215,2011-11-16,0.01,0.01,0.04,0.11,0.26,0.4,0.9,1.44,2.01,2.73,3.05
13012,18216,2011-11-17,0.01,0.02,0.04,0.1,0.27,0.4,0.88,1.41,1.96,2.66,2.98
13013,18217,2011-11-18,0.02,0.01,0.04,0.12,0.29,0.43,0.94,1.48,2.01,2.69,2.99
13014,18220,2011-11-21,0.02,0.02,0.05,0.11,0.27,0.41,0.92,1.45,1.97,2.65,2.96
13015,18221,2011-11-22,0.02,0.02,0.06,0.11,0.26,0.4,0.91,1.42,1.94,2.6,2.91
13016,18222,2011-11-23,0.02,0.02,0.06,0.12,0.26,0.4,0.88,1.38,1.89,2.53,2.82
13018,18224,2011-11-25,0.02,0.02,0.07,0.13,0.28,0.41,0.93,1.45,1.97,2.62,2.92
13019,18227,2011-11-28,0.02,0.03,0.07,0.13,0.26,0.39,0.91,1.44,1.97,2.63,2.93
13020,18228,2011-11-29,0.02,0.02,0.05,0.14,0.27,0.4,0.93,1.48,2.0,2.66,2.96
13021,18229,2011-11-30,0.02,0.01,0.06,0.12,0.25,0.41,0.96,1.53,2.08,2.77,3.06
13022,18230,2011-12-01,0.02,0.01,0.05,0.12,0.27,0.41,0.97,1.55,2.11,2.82,3.12
13023,18231,2011-12-02,0.02,0.02,0.06,0.12,0.25,0.39,0.92,1.49,2.05,2.74,3.03
13024,18234,2011-12-05,0.01,0.01,0.05,0.11,0.27,0.4,0.93,1.49,2.04,2.73,3.02
13025,18235,2011-12-06,0.0,0.01,0.04,0.11,0.25,0.41,0.94,1.52,2.08,2.74,3.09
13026,18236,2011-12-07,0.0,0.02,0.05,0.11,0.24,0.36,0.89,1.46,2.02,2.74,3.04
13027,18237,2011-12-08,0.0,0.01,0.04,0.1,0.22,0.35,0.86,1.41,1.99,2.7,3.0
13028,18238,2011-12-09,0.0,0.01,0.05,0.11,0.22,0.37,0.89,1.48,2.07,2.79,3.1
13029,18241,2011-12-12,0.0,0.01,0.05,0.1,0.24,0.36,0.87,1.45,2.03,2.75,3.06
13030,18242,2011-12-13,0.0,0.01,0.06,0.11,0.24,0.35,0.85,1.4,1.96,2.66,2.98
13031,18243,2011-12-14,0.0,0.01,0.05,0.12,0.25,0.36,0.86,1.38,1.92,2.59,2.91
13032,18244,2011-12-15,0.0,0.0,0.05,0.12,0.26,0.37,0.86,1.38,1.92,2.6,2.92
13033,18245,2011-12-16,0.0,0.0,0.04,0.11,0.24,0.35,0.81,1.32,1.86,2.54,2.86
13034,18248,2011-12-19,0.0,0.01,0.04,0.11,0.24,0.36,0.82,1.3,1.82,2.48,2.79
13035,18249,2011-12-20,0.0,0.01,0.04,0.12,0.26,0.39,0.88,1.39,1.94,2.61,2.93
13036,18250,2011-12-21,0.0,0.01,0.04,0.13,0.28,0.4,0.91,1.44,1.98,2.67,3.0
13037,18251,2011-12-22,0.0,0.01,0.03,0.12,0.28,0.41,0.91,1.43,1.97,2.67,2.99
13038,18252,2011-12-23,0.0,0.01,0.04,0.12,0.28,0.45,0.97,1.49,2.03,2.73,3.05
13040,18256,2011-12-27,0.01,0.02,0.06,0.12,0.3,0.45,0.96,1.49,2.02,2.72,3.04
13041,18257,2011-12-28,0.0,0.01,0.05,0.12,0.28,0.42,0.91,1.41,1.93,2.59,2.91
13042,18258,2011-12-29,0.0,0.02,0.07,0.12,0.28,0.41,0.88,1.38,1.91,2.58,2.9
13043,18259,2011-12-30,0.01,0.02,0.06,0.12,0.25,0.36,0.83,1.35,1.89,2.57,2.89
13045,18263,2012-01-03,0.01,0.02,0.06,0.12,0.27,0.4,0.89,1.41,1.97,2.67,2.98
13046,18264,2012-01-04,0.01,0.02,0.06,0.12,0.25,0.4,0.89,1.43,2.0,2.71,3.03
13047,18265,2012-01-05,0.01,0.02,0.07,0.11,0.27,0.4,0.88,1.43,2.02,2.74,3.06
13048,18266,2012-01-06,0.02,0.02,0.05,0.12,0.25,0.4,0.86,1.4,1.98,2.7,3.02
13049,18269,2012-01-09,0.01,0.01,0.05,0.11,0.26,0.38,0.85,1.39,1.98,2.7,3.02
13050,18270,2012-01-10,0.01,0.02,0.05,0.11,0.24,0.37,0.86,1.41,2.0,2.71,3.04
13051,18271,2012-01-11,0.01,0.02,0.05,0.11,0.24,0.34,0.82,1.34,1.93,2.63,2.96
13052,18272,2012-01-12,0.02,0.03,0.06,0.11,0.22,0.35,0.84,1.37,1.94,2.65,2.97
13053,18273,2012-01-13,0.02,0.03,0.06,0.1,0.24,0.34,0.8,1.32,1.89,2.59,2.91
13055,18277,2012-01-17,0.02,0.03,0.06,0.11,0.21,0.33,0.79,1.31,1.87,2.57,2.89
13056,18278,2012-01-18,0.02,0.03,0.07,0.11,0.24,0.35,0.82,1.34,1.92,2.63,2.96
13057,18279,2012-01-19,0.04,0.05,0.07,0.11,0.26,0.36,0.87,1.43,2.01,2.72,3.05
13058,18280,2012-01-20,0.03,0.05,0.07,0.11,0.26,0.38,0.91,1.47,2.05,2.78,3.1
13059,18283,2012-01-23,0.03,0.04,0.07,0.12,0.26,0.39,0.93,1.51,2.09,2.82,3.15
13060,18284,2012-01-24,0.02,0.04,0.07,0.12,0.24,0.39,0.92,1.49,2.08,2.82,3.15
13061,18285,2012-01-25,0.03,0.04,0.07,0.12,0.22,0.34,0.81,1.4,2.01,2.78,3.13
13062,18286,2012-01-26,0.04,0.05,0.08,0.12,0.22,0.31,0.77,1.34,1.96,2.74,3.1
13063,18287,2012-01-27,0.05,0.06,0.08,0.12,0.22,0.32,0.75,1.31,1.93,2.71,3.07
13064,18290,2012-01-30,0.05,0.05,0.08,0.12,0.22,0.31,0.73,1.27,1.87,2.64,2.99
13065,18291,2012-01-31,0.04,0.06,0.08,0.13,0.22,0.3,0.71,1.24,1.83,2.59,2.94
13066,18292,2012-02-01,0.05,0.06,0.09,0.13,0.23,0.31,0.72,1.27,1.87,2.65,3.01
13067,18293,2012-02-02,0.07,0.08,0.1,0.14,0.23,0.31,0.71,1.25,1.86,2.64,3.01
13068,18294,2012-02-03,0.06,0.08,0.1,0.14,0.23,0.33,0.78,1.35,1.97,2.76,3.13
13069,18297,2012-02-06,0.04,0.08,0.1,0.14,0.24,0.32,0.76,1.32,1.93,2.71,3.08
13070,18298,2012-02-07,0.06,0.08,0.11,0.14,0.25,0.35,0.82,1.39,2.0,2.78,3.14
13071,18299,2012-02-08,0.06,0.09,0.11,0.15,0.27,0.35,0.82,1.39,2.01,2.78,3.14
13072,18300,2012-02-09,0.06,0.09,0.12,0.15,0.27,0.38,0.86,1.43,2.04,2.83,3.2
13073,18301,2012-02-10,0.05,0.09,0.12,0.15,0.27,0.36,0.81,1.36,1.96,2.75,3.11
13074,18304,2012-02-13,0.06,0.11,0.14,0.15,0.29,0.4,0.85,1.4,1.99,2.78,3.14
13075,18305,2012-02-14,0.09,0.12,0.15,0.18,0.29,0.4,0.81,1.34,1.92,2.7,3.06
13076,18306,2012-02-15,0.09,0.11,0.13,0.18,0.29,0.38,0.81,1.34,1.93,2.72,3.09
13077,18307,2012-02-16,0.04,0.1,0.13,0.17,0.29,0.42,0.87,1.41,1.99,2.78,3.14
13078,18308,2012-02-17,0.03,0.09,0.13,0.18,0.29,0.42,0.88,1.43,2.01,2.8,3.16
13080,18312,2012-02-21,0.03,0.08,0.13,0.17,0.31,0.44,0.92,1.47,2.05,2.84,3.2
13081,18313,2012-02-22,0.07,0.09,0.13,0.17,0.29,0.42,0.88,1.41,2.01,2.79,3.15
13082,18314,2012-02-23,0.07,0.09,0.14,0.17,0.31,0.43,0.88,1.4,1.99,2.77,3.13
13083,18315,2012-02-24,0.08,0.1,0.14,0.18,0.31,0.43,0.89,1.41,1.98,2.75,3.1
13084,18318,2012-02-27,0.08,0.12,0.14,0.17,0.3,0.4,0.84,1.35,1.92,2.69,3.04
13085,18319,2012-02-28,0.1,0.1,0.14,0.18,0.3,0.41,0.84,1.36,1.94,2.71,3.07
13086,18320,2012-02-29,0.08,0.08,0.13,0.18,0.3,0.43,0.87,1.39,1.98,2.73,3.08
13087,18321,2012-03-01,0.07,0.08,0.13,0.18,0.3,0.43,0.89,1.44,2.03,2.8,3.15
13088,18322,2012-03-02,0.06,0.07,0.12,0.17,0.28,0.41,0.84,1.38,1.99,2.77,3.11
13089,18325,2012-03-05,0.07,0.08,0.14,0.17,0.31,0.43,0.87,1.4,2.0,2.78,3.13
13090,18326,2012-03-06,0.06,0.08,0.13,0.17,0.3,0.4,0.83,1.35,1.96,2.73,3.08
13091,18327,2012-03-07,0.06,0.08,0.14,0.18,0.3,0.42,0.85,1.37,1.98,2.76,3.12
13092,18328,2012-03-08,0.07,0.08,0.14,0.18,0.32,0.44,0.89,1.41,2.03,2.82,3.18
13093,18329,2012-03-09,0.06,0.09,0.13,0.18,0.33,0.46,0.9,1.43,2.04,2.83,3.19
13094,18332,2012-03-12,0.05,0.09,0.15,0.18,0.33,0.47,0.92,1.43,2.04,2.82,3.17
13095,18333,2012-03-13,0.06,0.08,0.15,0.2,0.35,0.51,0.99,1.52,2.14,2.92,3.26
13096,18334,2012-03-14,0.08,0.09,0.15,0.21,0.4,0.6,1.13,1.69,2.29,3.08,3.43
13097,18335,2012-03-15,0.08,0.08,0.15,0.21,0.37,0.56,1.11,1.67,2.29,3.08,3.41
13098,18336,2012-03-16,0.07,0.09,0.15,0.21,0.37,0.57,1.13,1.7,2.31,3.08,3.41
13099,18339,2012-03-19,0.07,0.1,0.15,0.21,0.39,0.6,1.2,1.77,2.39,3.14,3.48
13100,18340,2012-03-20,0.08,0.1,0.15,0.22,0.41,0.62,1.22,1.78,2.38,3.13,3.46
13101,18341,2012-03-21,0.09,0.09,0.15,0.21,0.39,0.58,1.15,1.71,2.31,3.06,3.38
13102,18342,2012-03-22,0.06,0.08,0.14,0.19,0.37,0.56,1.13,1.69,2.29,3.04,3.37
13103,18343,2012-03-23,0.06,0.08,0.14,0.19,0.37,0.55,1.1,1.66,2.25,2.99,3.31
13104,18346,2012-03-26,0.06,0.09,0.15,0.19,0.36,0.54,1.09,1.65,2.26,3.0,3.33
13105,18347,2012-03-27,0.07,0.09,0.14,0.18,0.33,0.5,1.04,1.59,2.2,2.96,3.29
13106,18348,2012-03-28,0.05,0.09,0.14,0.18,0.34,0.51,1.05,1.6,2.21,2.97,3.31
13107,18349,2012-03-29,0.02,0.07,0.14,0.18,0.33,0.5,1.01,1.57,2.18,2.93,3.27
13108,18350,2012-03-30,0.05,0.07,0.15,0.19,0.33,0.51,1.04,1.61,2.23,3.0,3.35
13109,18353,2012-04-02,0.05,0.08,0.14,0.18,0.33,0.5,1.03,1.6,2.22,3.0,3.35
13110,18354,2012-04-03,0.07,0.08,0.15,0.2,0.36,0.56,1.1,1.68,2.3,3.07,3.41
13111,18355,2012-04-04,0.08,0.08,0.14,0.19,0.35,0.53,1.05,1.62,2.25,3.02,3.37
13112,18356,2012-04-05,0.07,0.08,0.14,0.19,0.35,0.5,1.01,1.56,2.19,2.97,3.32
13113,18357,2012-04-06,0.06,0.07,0.14,0.19,0.32,0.45,0.89,1.42,2.07,2.85,3.21
13114,18360,2012-04-09,0.07,0.09,0.15,0.19,0.32,0.46,0.9,1.42,2.06,2.82,3.18
13115,18361,2012-04-10,0.08,0.09,0.15,0.19,0.28,0.42,0.85,1.37,2.01,2.77,3.13
13116,18362,2012-04-11,0.08,0.09,0.14,0.18,0.3,0.43,0.89,1.41,2.05,2.82,3.18
13117,18363,2012-04-12,0.08,0.09,0.14,0.18,0.29,0.43,0.9,1.44,2.08,2.85,3.22
13118,18364,2012-04-13,0.07,0.09,0.13,0.17,0.27,0.41,0.86,1.39,2.02,2.77,3.14
13119,18367,2012-04-16,0.07,0.08,0.14,0.18,0.27,0.42,0.85,1.37,2.0,2.75,3.12
13120,18368,2012-04-17,0.07,0.08,0.13,0.18,0.27,0.42,0.88,1.4,2.03,2.79,3.15
13121,18369,2012-04-18,0.05,0.07,0.13,0.18,0.27,0.4,0.86,1.38,2.0,2.76,3.13
13122,18370,2012-04-19,0.04,0.07,0.12,0.17,0.27,0.4,0.84,1.37,1.98,2.74,3.12
13123,18371,2012-04-20,0.04,0.08,0.13,0.18,0.29,0.4,0.86,1.38,1.99,2.75,3.12
13124,18374,2012-04-23,0.04,0.08,0.13,0.17,0.27,0.39,0.83,1.34,1.96,2.71,3.08
13125,18375,2012-04-24,0.07,0.09,0.14,0.18,0.27,0.4,0.86,1.37,2.0,2.75,3.12
13126,18376,2012-04-25,0.08,0.09,0.14,0.18,0.26,0.39,0.86,1.38,2.01,2.76,3.15
13127,18377,2012-04-26,0.09,0.09,0.15,0.18,0.26,0.39,0.83,1.36,1.98,2.74,3.13
13128,18378,2012-04-27,0.07,0.09,0.14,0.19,0.26,0.39,0.82,1.34,1.96,2.73,3.12
13129,18381,2012-04-30,0.07,0.1,0.15,0.2,0.27,0.38,0.82,1.33,1.95,2.73,3.12
13130,18382,2012-05-01,0.07,0.09,0.15,0.19,0.27,0.39,0.84,1.35,1.98,2.76,3.16
13131,18383,2012-05-02,0.06,0.08,0.15,0.18,0.27,0.39,0.82,1.33,1.96,2.72,3.11
13132,18384,2012-05-03,0.05,0.09,0.15,0.19,0.28,0.4,0.82,1.34,1.96,2.72,3.12
13133,18385,2012-05-04,0.05,0.07,0.14,0.18,0.27,0.37,0.78,1.28,1.91,2.67,3.07
13134,18388,2012-05-07,0.06,0.1,0.15,0.18,0.27,0.37,0.79,1.29,1.92,2.67,3.07
13135,18389,2012-05-08,0.08,0.09,0.15,0.18,0.27,0.36,0.77,1.26,1.88,2.63,3.03
13136,18390,2012-05-09,0.07,0.09,0.15,0.18,0.27,0.36,0.77,1.26,1.87,2.63,3.03
13137,18391,2012-05-10,0.08,0.1,0.15,0.18,0.27,0.37,0.79,1.28,1.89,2.64,3.07
13138,18392,2012-05-11,0.07,0.1,0.15,0.18,0.27,0.36,0.75,1.24,1.84,2.59,3.02
13139,18395,2012-05-14,0.07,0.1,0.15,0.19,0.29,0.37,0.73,1.2,1.78,2.53,2.95
13140,18396,2012-05-15,0.08,0.09,0.15,0.19,0.29,0.38,0.74,1.19,1.76,2.5,2.91
13141,18397,2012-05-16,0.08,0.1,0.15,0.2,0.3,0.4,0.75,1.19,1.76,2.48,2.9
13142,18398,2012-05-17,0.08,0.1,0.16,0.2,0.32,0.4,0.74,1.16,1.7,2.39,2.8
13143,18399,2012-05-18,0.06,0.08,0.15,0.2,0.32,0.42,0.75,1.16,1.71,2.4,2.8
13144,18402,2012-05-21,0.06,0.09,0.14,0.21,0.3,0.41,0.75,1.18,1.75,2.42,2.8
13145,18403,2012-05-22,0.07,0.09,0.14,0.21,0.3,0.41,0.78,1.2,1.79,2.48,2.88
13146,18404,2012-05-23,0.07,0.09,0.13,0.2,0.28,0.4,0.74,1.15,1.73,2.41,2.81
13147,18405,2012-05-24,0.08,0.1,0.14,0.21,0.29,0.42,0.77,1.2,1.77,2.46,2.86
13148,18406,2012-05-25,0.07,0.09,0.14,0.2,0.3,0.41,0.76,1.17,1.75,2.44,2.85
13150,18410,2012-05-29,0.06,0.09,0.14,0.2,0.3,0.42,0.76,1.17,1.74,2.44,2.85
13151,18411,2012-05-30,0.05,0.07,0.13,0.19,0.27,0.38,0.69,1.06,1.63,2.32,2.72
13152,18412,2012-05-31,0.03,0.07,0.14,0.18,0.27,0.35,0.67,1.03,1.59,2.27,2.67
13153,18413,2012-06-01,0.03,0.07,0.12,0.17,0.25,0.34,0.62,0.93,1.47,2.13,2.53
13154,18416,2012-06-04,0.04,0.08,0.13,0.18,0.25,0.35,0.68,1.01,1.53,2.17,2.56
13155,18417,2012-06-05,0.05,0.08,0.14,0.18,0.25,0.34,0.68,1.04,1.57,2.23,2.63
13156,18418,2012-06-06,0.05,0.09,0.13,0.18,0.26,0.37,0.73,1.11,1.66,2.34,2.73
13157,18419,2012-06-07,0.04,0.09,0.14,0.18,0.27,0.37,0.72,1.1,1.66,2.35,2.75
13158,18420,2012-06-08,0.04,0.09,0.14,0.19,0.28,0.39,0.71,1.09,1.65,2.36,2.77
13159,18423,2012-06-11,0.05,0.09,0.15,0.18,0.27,0.37,0.69,1.05,1.6,2.3,2.71
13160,18424,2012-06-12,0.06,0.1,0.15,0.19,0.3,0.41,0.75,1.12,1.67,2.37,2.77
13161,18425,2012-06-13,0.07,0.1,0.15,0.18,0.3,0.4,0.71,1.06,1.61,2.3,2.7
13162,18426,2012-06-14,0.08,0.11,0.15,0.18,0.3,0.41,0.73,1.1,1.64,2.33,2.73
